27,Mohammad Kashif,"Netherlands v Sri Lanka at Amstelveen, 2006"
28,DJ Reekers,"Netherlands v Sri Lanka at Amstelveen, 2006"
29,WF Stelling,"Netherlands v Sri Lanka at Amstelveen, 2006"
30,RN ten Doeschate,"Netherlands v Sri Lanka at Amstelveen, 2006"
31,PM Seelaar,"Netherlands v Sri Lanka at Amstelveen, 2006"
32,ES Szwarczynski,"Netherlands v Sri Lanka at Amstelveen, 2006"
33,TN de Grooth,"Scotland v Netherlands at Ayr, 2006"
34,MBS Jonkman,"Canada v Netherlands at Potchefstroom, 2006/07"
35,MWA van Nierop,"Bermuda v Netherlands at Potchefstroom, 2006/07"
36,Mudassar Bukhari,"Canada v Netherlands at Toronto, 2007"
37,AF Buurman,"Canada v Netherlands at Toronto, 2007"
38,GMC Mol,"Ireland v Netherlands at Belfast, 2007"
39,M Panchal,"Netherlands v Bermuda at Rotterdam, 2007"
40,MMA Jonkman,"Netherlands v Bermuda at Rotterdam, 2007"
41,LW Stokkers,"Netherlands v Bermuda at Amstelveen, 2008"
42,RG Nijman,"Kenya v Netherlands at Potchefstroom, 2009"
43,TGJ Gruijters,"Kenya v Netherlands at Nairobi (Gym), 2009/10"
44,TLW Cooper,"Netherlands v Scotland at Rotterdam, 2010"
45,W Barresi,"Netherlands v Scotland at Amstelveen, 2010"
46,BP Kruger,"Netherlands v Canada at Rotterdam, 2010"
47,BP Loots,"Netherlands v Ireland at Amstelveen, 2010"
48,TJ Heggelman,"Ireland v Netherlands at Dublin, 2010"
49,BA Westdijk,"England v Netherlands at Nagpur, 2010/11"
50,N Kruger,"Scotland v Netherlands at Aberdeen, 2011"
51,MR Swart,"Scotland v Netherlands at Aberdeen, 2011"
52,Ahsan Malik,"Scotland v Netherlands at Aberdeen, 2011"
53,VAB Tewarie,"Scotland v Netherlands at Aberdeen, 2011"
54,SJ Myburgh,"Netherlands v Kenya at The Hague, 2011"
55,WP Diepeveen,"Netherlands v Kenya at The Hague, 2011"
56,T van der Gugten,"Afghanistan v Netherlands at Sharjah, 2011/12"
57,PA van Meekeren,"Netherlands v South Africa at Amstelveen, 2013"
58,MJG Rippon,"Netherlands v Ireland at Amstelveen, 2013"
59,BN Cooper,"Canada v Netherlands at King City (NW), 2013"
60,VJ Kingma,"Canada v Netherlands at Mount Maunganui, 2013/14"
61,BFW de Leede,"Netherlands v Nepal at Amstelveen, 2018"
62,SA Edwards,"Netherlands v Nepal at Amstelveen, 2018"
63,FJ Klaassen,"Netherlands v Nepal at Amstelveen, 2018"
64,S Snater,"Netherlands v Nepal at Amstelveen, 2018"
65,DJ ter Braak,"Netherlands v Nepal at Amstelveen, 2018"
1,MG Burgess,"New Zealand v Pakistan at Christchurch, 1972/73"
2,RO Collinge,"New Zealand v Pakistan at Christchurch, 1972/73"
3,PG Coman,"New Zealand v Pakistan at Christchurch, 1972/73"
4,BE Congdon,"New Zealand v Pakistan at Christchurch, 1972/73"
5,DR Hadlee,"New Zealand v Pakistan at Christchurch, 1972/73"
6,Sir RJ Hadlee,"New Zealand v Pakistan at Christchurch, 1972/73"
7,BF Hastings,"New Zealand v Pakistan at Christchurch, 1972/73"
8,HJ Howarth,"New Zealand v Pakistan at Christchurch, 1972/73"
9,GM Turner,"New Zealand v Pakistan at Christchurch, 1972/73"
10,GE Vivian,"New Zealand v Pakistan at Christchurch, 1972/73"
11,KJ Wadsworth,"New Zealand v Pakistan at Christchurch, 1972/73"
12,V Pollard,"England v New Zealand at Swansea, 1973"
13,RE Redmond,"England v New Zealand at Swansea, 1973"
14,BR Taylor,"England v New Zealand at Swansea, 1973"
15,BL Cairns,"New Zealand v Australia at Dunedin, 1973/74"
16,DR O'Sullivan,"New Zealand v Australia at Dunedin, 1973/74"
17,JM Parker,"New Zealand v Australia at Christchurch, 1973/74"
18,BG Hadlee,"New Zealand v England at Dunedin, 1974/75"
19,GP Howarth,"New Zealand v England at Dunedin, 1974/75"
20,JFM Morrison,"New Zealand v England at Wellington, 1974/75"
21,BJ McKechnie,"East Africa v New Zealand at Birmingham, 1975"
22,GN Edwards,"New Zealand v India at Christchurch, 1975/76"
23,RW Anderson,"Pakistan v New Zealand at Sialkot, 1976/77"
24,NM Parker,"Pakistan v New Zealand at Sialkot, 1976/77"
25,ADG Roberts,"Pakistan v New Zealand at Sialkot, 1976/77"
26,GB Troup,"Pakistan v New Zealand at Sialkot, 1976/77"
27,SL Boock,"England v New Zealand at Scarborough, 1978"
28,JG Wright,"England v New Zealand at Scarborough, 1978"
29,BP Bracewell,"England v New Zealand at Manchester, 1978"
30,BA Edgar,"England v New Zealand at Manchester, 1978"
31,JV Coney,"New Zealand v Sri Lanka at Nottingham, 1979"
32,WK Lees,"New Zealand v Sri Lanka at Nottingham, 1979"
33,LW Stott,"New Zealand v Sri Lanka at Nottingham, 1979"
34,EJ Chatfield,"New Zealand v West Indies at Nottingham, 1979"
35,PE McEwan,"New Zealand v West Indies at Christchurch, 1979/80"
36,JF Reid,"New Zealand v West Indies at Christchurch, 1979/80"
37,MC Snedden,"Australia v New Zealand at Adelaide, 1980/81"
38,IDS Smith,"Australia v New Zealand at Sydney, 1980/81"
39,GK Robertson,"New Zealand v India at Hamilton, 1980/81"
40,MD Crowe,"New Zealand v Australia at Auckland, 1981/82"
41,BR Blair,"New Zealand v Australia at Dunedin, 1981/82"
42,JJ Crowe,"Australia v New Zealand at Melbourne, 1982/83"
43,PN Webb,"Australia v New Zealand at Melbourne, 1982/83"
44,RJ Webb,"Australia v New Zealand at Melbourne, 1982/83"
45,TJ Franklin,"Australia v New Zealand at Sydney, 1982/83"
46,JG Bracewell,"New Zealand v Pakistan at Birmingham, 1983"
47,DA Stirling,"Sri Lanka v New Zealand at Moratuwa, 1983/84"
48,EJ Gray,"Sri Lanka v New Zealand at Moratuwa, 1984/85"
49,RT Hart,"West Indies v New Zealand at St John's, 1984/85"
50,KR Rutherford,"West Indies v New Zealand at Port of Spain, 1984/85"
51,EB McSweeney,"Australia v New Zealand at Melbourne, 1985/86"
52,SR Gillespie,"India v New Zealand at Brisbane, 1985/86"
53,TE Blain,"New Zealand v Australia at Dunedin, 1985/86"
54,W Watson,"Sri Lanka v New Zealand at Colombo (RPS), 1985/86"
55,PA Horne,"New Zealand v West Indies at Dunedin, 1986/87"
56,DN Patel,"New Zealand v West Indies at Dunedin, 1986/87"
57,AH Jones,"New Zealand v Zimbabwe at Hyderabad (Deccan), 1987/88"
58,DK Morrison,"India v New Zealand at Nagpur, 1987/88"
59,VR Brown,"Australia v New Zealand at Brisbane, 1987/88"
60,MJ Greatbatch,"New Zealand v England at Dunedin, 1987/88"
61,CM Kuggeleijn,"New Zealand v England at Dunedin, 1987/88"
62,RB Reid,"New Zealand v England at Dunedin, 1987/88"
63,RH Vance,"New Zealand v England at Napier, 1987/88"
64,GR Larsen,"New Zealand v India at Dunedin, 1989/90"
65,SJ Roberts,"New Zealand v India at Dunedin, 1989/90"
66,SA Thomson,"New Zealand v India at Dunedin, 1989/90"
67,JP Millmow,"Australia v New Zealand at Sharjah, 1990"
68,MW Priest,"Australia v New Zealand at Sharjah, 1990"
69,C Pringle,"England v New Zealand at Leeds, 1990"
70,DJ White,"Pakistan v New Zealand at Lahore, 1990/91"
71,GE Bradburn,"Pakistan v New Zealand at Peshawar, 1990/91"
72,CZ Harris,"Australia v New Zealand at Sydney, 1990/91"
73,RG Petrie,"Australia v New Zealand at Sydney, 1990/91"
74,RT Latham,"England v New Zealand at Adelaide, 1990/91"
75,BA Young,"Australia v New Zealand at Melbourne, 1990/91"
76,CL Cairns,"New Zealand v England at Wellington, 1990/91"
77,ML Su'a,"New Zealand v England at Dunedin, 1991/92"
78,SB Doull,"Zimbabwe v New Zealand at Bulawayo, 1992/93"
79,DJ Nash,"Zimbabwe v New Zealand at Bulawayo, 1992/93"
80,AC Parore,"Zimbabwe v New Zealand at Bulawayo, 1992/93"
81,BR Hartland,"Zimbabwe v New Zealand at Harare, 1992/93"
82,JTC Vaughan,"Sri Lanka v New Zealand at Colombo (RPS), 1992/93"
83,MJ Haslam,"Sri Lanka v New Zealand at Colombo (RPS), 1992/93"
84,MB Owens,"Sri Lanka v New Zealand at Colombo (RPS), 1992/93"
85,JW Wilson,"New Zealand v Australia at Dunedin, 1992/93"
86,RP de Groen,"Australia v New Zealand at Melbourne, 1993/94"
87,MN Hart,"New Zealand v Pakistan at Auckland, 1993/94"
88,SP Fleming,"New Zealand v India at Napier, 1993/94"
89,MW Douglas,"Australia v New Zealand at Sharjah, 1993/94"
90,HT Davis,"New Zealand v Sri Lanka at Sharjah, 1993/94"
91,DJ Murray,"India v New Zealand at Delhi, 1994/95"
92,LK Germon,"New Zealand v Sri Lanka at Bloemfontein, 1994/95"
93,NJ Astle,"New Zealand v West Indies at Auckland, 1994/95"
94,RL Hayes,"New Zealand v West Indies at Christchurch, 1994/95"
95,RG Twose,"India v New Zealand at Jamshedpur, 1995/96"
96,CM Spearman,"New Zealand v Pakistan at Dunedin, 1995/96"
97,RJ Kennedy,"New Zealand v Zimbabwe at Wellington, 1995/96"
98,GI Allott,"New Zealand v England at Napier, 1996/97"
99,MJ Horne,"New Zealand v Sri Lanka at Christchurch, 1996/97"
100,DL Vettori,"New Zealand v Sri Lanka at Christchurch, 1996/97"
101,AJ Penn,"New Zealand v Sri Lanka at Wellington, 1996/97"
102,CD McMillan,"New Zealand v Sri Lanka at Hyderabad (Deccan), 1997"
103,SB O'Connor,"New Zealand v Sri Lanka at Hyderabad (Deccan), 1997"
104,LG Howell,"New Zealand v Zimbabwe at Hamilton, 1997/98"
105,PJ Wiseman,"India v New Zealand at Sharjah, 1997/98"
106,MD Bailey,"New Zealand v Zimbabwe at Dhaka, 1998/99"
107,MD Bell,"New Zealand v Zimbabwe at Dhaka, 1998/99"
108,AR Tait,"New Zealand v Zimbabwe at Dhaka, 1998/99"
109,CJ Drum,"New Zealand v India at Wellington, 1998/99"
110,CE Bulfin,"New Zealand v South Africa at Napier, 1998/99"
111,SB Styris,"India v New Zealand at Rajkot, 1999/00"
112,WA Wisneski,"New Zealand v Australia at Wellington, 1999/00"
113,MS Sinclair,"New Zealand v Australia at Christchurch, 1999/00"
114,CJ Nevin,"New Zealand v Australia at Napier, 1999/00"
115,GP Sulzberger,"Zimbabwe v New Zealand at Harare, 2000/01"
116,DR Tuffey,"Zimbabwe v New Zealand at Harare, 2000/01"
117,BGK Walker,"South Africa v New Zealand at Benoni, 2000/01"
118,JEC Franklin,"New Zealand v Zimbabwe at Taupo, 2000/01"
119,CS Martin,"New Zealand v Zimbabwe at Taupo, 2000/01"
120,JDP Oram,"New Zealand v Zimbabwe at Wellington, 2000/01"
121,L Vincent,"New Zealand v Sri Lanka at Auckland, 2000/01"
122,AR Adams,"New Zealand v Sri Lanka at Sharjah, 2000/01"
123,KD Mills,"New Zealand v Pakistan at Sharjah, 2000/01"
124,SE Bond,"Australia v New Zealand at Melbourne, 2001/02"
125,MH Richardson,"Australia v New Zealand at Melbourne, 2001/02"
126,BB McCullum,"Australia v New Zealand at Sydney, 2001/02"
127,IG Butler,"New Zealand v England at Christchurch, 2001/02"
128,RG Hart,"Pakistan v New Zealand at Karachi, 2002"
129,PA Hitchcock,"West Indies v New Zealand at Kingston, 2002"
130,CD Cumming,"Pakistan v New Zealand at Lahore, 2003/04"
131,RA Jones,"Pakistan v New Zealand at Lahore, 2003/04"
132,HJH Marshall,"Pakistan v New Zealand at Lahore, 2003/04"
133,MJ Mason,"Pakistan v New Zealand at Lahore, 2003/04"
134,MDJ Walker,"Pakistan v New Zealand at Lahore, 2003/04"
135,KP Walmsley,"Pakistan v New Zealand at Lahore, 2003/04"
136,TK Canning,"Pakistan v New Zealand at Lahore, 2003/04"
137,MHW Papps,"New Zealand v South Africa at Auckland, 2003/04"
138,GJ Hopkins,"England v New Zealand at Chester-le-Street, 2004"
139,PG Fulton,"Bangladesh v New Zealand at Chittagong, 2004/05"
140,JAH Marshall,"New Zealand v Australia at Auckland, 2004/05"
141,LJ Hamilton,"New Zealand v Australia at Wellington, 2004/05"
142,JS Patel,"Zimbabwe v New Zealand at Harare, 2005"
143,JM How,"New Zealand v Sri Lanka at Queenstown, 2005/06"
144,LRPL Taylor,"New Zealand v West Indies at Napier, 2005/06"
145,MR Gillespie,"New Zealand v Sri Lanka at Napier, 2006/07"
146,JD Ryder,"New Zealand v England at Wellington, 2007/08"
147,IE O'Brien,"New Zealand v England at Napier, 2007/08"
148,DR Flynn,"New Zealand v England at Christchurch, 2007/08"
149,TG Southee,"England v New Zealand at Chester-le-Street, 2008"
150,GD Elliott,"England v New Zealand at Birmingham, 2008"
151,NT Broom,"New Zealand v West Indies at Auckland, 2008/09"
152,MJ Guptill,"New Zealand v West Indies at Auckland, 2008/09"
153,BJ Diamanti,"Australia v New Zealand at Brisbane, 2008/09"
154,PD McGlashan,"New Zealand v India at Wellington, 2008/09"
155,EP Thompson,"New Zealand v India at Hamilton, 2008/09"
156,NL McCullum,"Sri Lanka v New Zealand at Colombo (RPS), 2009"
157,AJ Redmond,"New Zealand v Pakistan at Johannesburg, 2009/10"
158,PJ Ingram,"New Zealand v Bangladesh at Napier, 2009/10"
159,AJ McKay,"New Zealand v Bangladesh at Napier, 2009/10"
160,SL Stewart,"New Zealand v Australia at Auckland, 2009/10"
161,KS Williamson,"India v New Zealand at Dambulla, 2010"
162,BJ Watling,"Sri Lanka v New Zealand at Dambulla, 2010"
163,HK Bennett,"Bangladesh v New Zealand at Dhaka, 2010/11"
164,LJ Woodcock,"New Zealand v Pakistan at Christchurch, 2010/11"
165,DAJ Bracewell,"Zimbabwe v New Zealand at Harare, 2011/12"
166,RJ Nicol,"Zimbabwe v New Zealand at Harare, 2011/12"
167,GW Aldridge,"Zimbabwe v New Zealand at Harare, 2011/12"
168,DG Brownlie,"New Zealand v Zimbabwe at Dunedin, 2011/12"
169,AM Ellis,"New Zealand v Zimbabwe at Dunedin, 2011/12"
170,TWM Latham,"New Zealand v Zimbabwe at Dunedin, 2011/12"
171,TS Nethula,"New Zealand v Zimbabwe at Whangarei, 2011/12"
172,MD Bates,"New Zealand v Zimbabwe at Napier, 2011/12"
173,C de Grandhomme,"New Zealand v South Africa at Auckland, 2011/12"
174,TA Boult,"West Indies v New Zealand at Basseterre, 2012"
175,AF Milne,"Sri Lanka v New Zealand at Hambantota, 2012/13"
176,MJ McClenaghan,"South Africa v New Zealand at Paarl, 2012/13"
177,JDS Neesham,"South Africa v New Zealand at Paarl, 2012/13"
178,C Munro,"South Africa v New Zealand at Kimberley, 2012/13"
179,HD Rutherford,"New Zealand v England at Napier, 2012/13"
180,L Ronchi,"England v New Zealand at Lord's, 2013"
181,CJ Anderson,"England v New Zealand at Cardiff, 2013"
182,AP Devcich,"Bangladesh v New Zealand at Dhaka, 2013/14"
183,MJ Henry,"New Zealand v India at Wellington, 2013/14"
184,MJ Santner,"England v New Zealand at Birmingham, 2015"
185,BM Wheeler,"England v New Zealand at Southampton, 2015"
186,AW Mathieson,"England v New Zealand at Chester-le-Street, 2015"
187,IS Sodhi,"Zimbabwe v New Zealand at Harare, 2015"
188,GH Worker,"South Africa v New Zealand at Potchefstroom, 2015"
189,HM Nicholls,"New Zealand v Sri Lanka at Christchurch, 2015/16"
190,LH Ferguson,"Australia v New Zealand at Sydney, 2016/17"
191,SC Kuggeleijn,"Ireland v New Zealand at Dublin (Malahide), 2017"
192,SHA Rance,"Ireland v New Zealand at Dublin (Malahide), 2017"
193,TD Astle,"New Zealand v West Indies at Whangarei, 2017/18"
194,MS Chapman,"New Zealand v England at Mount Maunganui, 2017/18"
195,TL Seifert,"New Zealand v Sri Lanka at Mount Maunganui, 2018/19"
1,Aqib Ilyas,"Namibia v Oman at Windhoek, 2019"
2,Bilal Khan,"Namibia v Oman at Windhoek, 2019"
3,Fayyaz Butt,"Namibia v Oman at Windhoek, 2019"
4,Jatinder Singh,"Namibia v Oman at Windhoek, 2019"
5,Kaleemullah,"Namibia v Oman at Windhoek, 2019"
6,Khawar Ali,"Namibia v Oman at Windhoek, 2019"
7,Khurram Nawaz,"Namibia v Oman at Windhoek, 2019"
8,Mohammad Nadeem,"Namibia v Oman at Windhoek, 2019"
9,Sandeep Goud,"Namibia v Oman at Windhoek, 2019"
10,Suraj Kumar,"Namibia v Oman at Windhoek, 2019"
11,Zeeshan Maqsood,"Namibia v Oman at Windhoek, 2019"
1,Asif Iqbal,"New Zealand v Pakistan at Christchurch, 1972/73"
2,Asif Masood,"New Zealand v Pakistan at Christchurch, 1972/73"
3,Intikhab Alam,"New Zealand v Pakistan at Christchurch, 1972/73"
4,Majid Khan,"New Zealand v Pakistan at Christchurch, 1972/73"
5,Mushtaq Mohammad,"New Zealand v Pakistan at Christchurch, 1972/73"
6,Nasim-ul-Ghani,"New Zealand v Pakistan at Christchurch, 1972/73"
7,Sadiq Mohammad,"New Zealand v Pakistan at Christchurch, 1972/73"
8,Saleem Altaf,"New Zealand v Pakistan at Christchurch, 1972/73"
9,Sarfraz Nawaz,"New Zealand v Pakistan at Christchurch, 1972/73"
10,Wasim Bari,"New Zealand v Pakistan at Christchurch, 1972/73"
11,Wasim Raja,"New Zealand v Pakistan at Christchurch, 1972/73"
12,Imran Khan,"England v Pakistan at Nottingham, 1974"
13,Zaheer Abbas,"England v Pakistan at Nottingham, 1974"
14,Naseer Malik,"Australia v Pakistan at Leeds, 1975"
15,Javed Miandad,"Pakistan v West Indies at Birmingham, 1975"
16,Pervez Mir,"Pakistan v West Indies at Birmingham, 1975"
17,Mohsin Khan,"West Indies v Pakistan at Albion, 1976/77"
18,Aamer Hameed,"Pakistan v England at Sahiwal, 1977/78"
19,Hasan Jamil,"Pakistan v England at Sahiwal, 1977/78"
20,Liaqat Ali,"Pakistan v England at Sahiwal, 1977/78"
21,Mudassar Nazar,"Pakistan v England at Sahiwal, 1977/78"
22,Shafiq Ahmed,"Pakistan v England at Sahiwal, 1977/78"
23,Haroon Rasheed,"Pakistan v England at Sialkot, 1977/78"
24,Iqbal Qasim,"Pakistan v England at Sialkot, 1977/78"
25,Sikander Bakht,"Pakistan v England at Sialkot, 1977/78"
26,Arshad Pervez,"Pakistan v England at Lahore, 1977/78"
27,Naeem Ahmed,"England v Pakistan at The Oval, 1978"
28,Azmat Rana,"Pakistan v India at Sialkot, 1978/79"
29,Mansoor Akhtar,"Pakistan v West Indies at Karachi, 1980/81"
30,Mohammad Nazir,"Pakistan v West Indies at Karachi, 1980/81"
31,Taslim Arif,"Pakistan v West Indies at Karachi, 1980/81"
32,Ashraf Ali,"Pakistan v West Indies at Sialkot, 1980/81"
33,Ijaz Faqih,"Pakistan v West Indies at Lahore, 1980/81"
34,Rashid Khan,"Pakistan v West Indies at Lahore, 1980/81"
35,Saleem Pervez,"Pakistan v West Indies at Lahore, 1980/81"
36,Tahir Naqqash,"Pakistan v West Indies at Lahore, 1980/81"
37,Rizwan-uz-Zaman,"Pakistan v West Indies at Melbourne, 1981/82"
38,Saleem Malik,"Pakistan v West Indies at Sydney, 1981/82"
39,Jalal-ud-Din,"Pakistan v Sri Lanka at Karachi, 1981/82"
40,Saleem Yousuf,"Pakistan v Sri Lanka at Karachi, 1981/82"
41,Tauseef Ahmed,"Pakistan v Sri Lanka at Karachi, 1981/82"
42,Shahid Mahboob,"Pakistan v India at Lahore, 1982/83"
43,Abdul Qadir,"New Zealand v Pakistan at Birmingham, 1983"
44,Azeem Hafeez,"India v Pakistan at Hyderabad (Deccan), 1983/84"
45,Qasim Umar,"India v Pakistan at Hyderabad (Deccan), 1983/84"
46,Saadat Ali,"Pakistan v England at Lahore, 1983/84"
47,Anil Dalpat,"Pakistan v England at Karachi, 1983/84"
48,Naved Anjum,"Pakistan v England at Karachi, 1983/84"
49,Manzoor Elahi,"Pakistan v India at Quetta, 1984/85"
50,Sajid Ali,"Pakistan v India at Sialkot, 1984/85"
51,Zakir Khan,"Pakistan v New Zealand at Peshawar, 1984/85"
52,Shoaib Mohammad,"Pakistan v New Zealand at Faisalabad, 1984/85"
53,Wasim Akram,"Pakistan v New Zealand at Faisalabad, 1984/85"
54,Mohsin Kamal,"Pakistan v New Zealand at Sialkot, 1984/85"
55,Masood Iqbal,"Pakistan v New Zealand at Multan, 1984/85"
56,Rameez Raja,"New Zealand v Pakistan at Christchurch, 1984/85"
57,Zulqarnain,"Pakistan v West Indies at Rawalpindi, 1985/86"
58,Saleem Jaffar,"Pakistan v West Indies at Peshawar, 1986/87"
59,Asif Mujtaba,"Pakistan v West Indies at Gujranwala, 1986/87"
60,Ijaz Ahmed,"Pakistan v West Indies at Sialkot, 1986/87"
61,Younis Ahmed,"India v Pakistan at Kolkata, 1986/87"
62,Zahid Ahmed,"Pakistan v England at Lahore, 1987/88"
63,Shakeel Khan,"Pakistan v England at Peshawar, 1987/88"
64,Haafiz Shahid,"West Indies v Pakistan at St John's, 1987/88"
65,Aamer Malik,"West Indies v Pakistan at Port of Spain, 1987/88"
66,Moin-ul-Atiq,"West Indies v Pakistan at Port of Spain, 1987/88"
67,Aaqib Javed,"Pakistan v West Indies at Adelaide, 1988/89"
68,Saeed Anwar,"Pakistan v West Indies at Perth, 1988/89"
69,Mushtaq Ahmed,"Pakistan v Sri Lanka at Sharjah, 1988/89"
70,Shahid Saeed,"Pakistan v West Indies at Sharjah, 1989/90"
71,Waqar Younis,"Pakistan v West Indies at Sharjah, 1989/90"
72,Sohail Fazal,"Pakistan v West Indies at Sharjah, 1989/90"
73,Akram Raza,"Australia v Pakistan at Mumbai (BS), 1989/90"
74,Maqsood Rana,"Australia v Pakistan at Melbourne, 1989/90"
75,Nadeem Ghauri,"Australia v Pakistan at Melbourne, 1989/90"
76,Sajjad Akbar,"India v Pakistan at Sharjah, 1990"
77,Mansoor Rana,"Pakistan v Sri Lanka at Sharjah, 1990"
78,Zahid Fazal,"Pakistan v New Zealand at Sialkot, 1990/91"
79,Moin Khan,"Pakistan v West Indies at Multan, 1990/91"
80,Aamer Sohail,"Pakistan v Sri Lanka at Sharjah, 1990/91"
81,Inzamam-ul-Haq,"Pakistan v West Indies at Lahore, 1991/92"
82,Iqbal Sikander,"Pakistan v West Indies at Melbourne, 1991/92"
83,Wasim Haider,"Pakistan v West Indies at Melbourne, 1991/92"
84,Tanvir Mehdi,"England v Pakistan at The Oval, 1992"
85,Rashid Latif,"England v Pakistan at Nottingham, 1992"
86,Ata-ur-Rehman,"Pakistan v West Indies at Perth, 1992/93"
87,Arshad Khan,"Pakistan v Zimbabwe at Sharjah, 1992/93"
88,Ghulam Ali,"Pakistan v West Indies at Cape Town, 1992/93"
89,Basit Ali,"West Indies v Pakistan at Kingston, 1992/93"
90,Aamer Nazir,"West Indies v Pakistan at Port of Spain, 1992/93"
91,Nadeem Khan,"West Indies v Pakistan at Port of Spain, 1992/93"
92,Aamer Hanif,"Pakistan v Sri Lanka at Sharjah, 1993/94"
93,Irfan Bhatti,"Pakistan v Zimbabwe at Lahore, 1993/94"
94,Ashfaq Ahmed,"Sri Lanka v Pakistan at Colombo (RPS), 1994"
95,Kabir Khan,"Sri Lanka v Pakistan at Colombo (SSC), 1994"
96,Shakeel Ahmed jnr,"Zimbabwe v Pakistan at Harare, 1994/95"
97,Naeem Ashraf,"India v Pakistan at Sharjah, 1994/95"
98,Zafar Iqbal,"India v Pakistan at Sharjah, 1994/95"
99,Javed Qadeer,"Pakistan v Sri Lanka at Sharjah, 1994/95"
100,Mahmood Hamid,"Pakistan v Sri Lanka at Sharjah, 1994/95"
101,Mohammad Akram,"Pakistan v Sri Lanka at Gujranwala, 1995/96"
102,Saleem Elahi,"Pakistan v Sri Lanka at Gujranwala, 1995/96"
103,Saqlain Mushtaq,"Pakistan v Sri Lanka at Gujranwala, 1995/96"
104,Saeed Azad,"Pakistan v Sri Lanka at Rawalpindi, 1995/96"
105,Shadab Kabir,"England v Pakistan at Nottingham, 1996"
106,Shahid Anwar,"England v Pakistan at Nottingham, 1996"
107,Shahid Nazir,"England v Pakistan at Nottingham, 1996"
108,Azhar Mahmood,"India v Pakistan at Toronto, 1996"
109,Shahid Afridi,"Kenya v Pakistan at Nairobi (Aga), 1996/97"
110,Hasan Raza,"Pakistan v Zimbabwe at Quetta, 1996/97"
111,Abdul Razzaq,"Pakistan v Zimbabwe at Lahore, 1996/97"
112,Azam Khan,"Pakistan v Zimbabwe at Lahore, 1996/97"
113,Zahoor Elahi,"Pakistan v Zimbabwe at Peshawar, 1996/97"
114,Mohammad Wasim,"Pakistan v New Zealand at Karachi, 1996/97"
115,Mohammad Zahid,"Pakistan v New Zealand at Karachi, 1996/97"
116,Mujahid Jamshed,"Australia v Pakistan at Hobart, 1996/97"
117,Ijaz Ahmed jnr,"Pakistan v West Indies at Perth, 1996/97"
118,Mohammad Hussain,"New Zealand v Pakistan at Mohali, 1997"
119,Akhtar Sarfraz,"Pakistan v West Indies at Sharjah, 1997/98"
120,Manzoor Akhtar,"India v Pakistan at Sharjah, 1997/98"
121,Fazl-e-Akbar,"India v Pakistan at Dhaka, 1997/98"
122,Mohammad Yousuf,"Zimbabwe v Pakistan at Harare, 1997/98"
123,Shoaib Akhtar,"Zimbabwe v Pakistan at Harare, 1997/98"
124,Asif Mahmood,"Pakistan v Australia at Peshawar, 1998/99"
125,Wajahatullah Wasti,"Bangladesh v Pakistan at Dhaka, 1998/99"
126,Imran Nazir,"Pakistan v Sri Lanka at Visakhapatnam, 1998/99"
127,Shabbir Ahmed,"Pakistan v West Indies at Toronto, 1999"
128,Shoaib Malik,"Pakistan v West Indies at Sharjah, 1999/00"
129,Imran Abbas,"Pakistan v Sri Lanka at Karachi, 1999/00"
130,Yasir Arafat,"Pakistan v Sri Lanka at Karachi, 1999/00"
131,Younis Khan,"Pakistan v Sri Lanka at Karachi, 1999/00"
132,Faisal Iqbal,"Pakistan v Sri Lanka at Lahore, 1999/00"
133,Irfan Fazil,"West Indies v Pakistan at St George's, 2000"
134,Atiq-uz-Zaman,"New Zealand v Pakistan at Singapore, 2000"
135,Imran Farhat,"New Zealand v Pakistan at Auckland, 2000/01"
136,Humayun Farhat,"Pakistan v Sri Lanka at Sharjah, 2000/01"
137,Mohammad Sami,"Pakistan v Sri Lanka at Sharjah, 2000/01"
138,Kashif Raza,"Pakistan v Sri Lanka at Sharjah, 2000/01"
139,Taufeeq Umar,"Pakistan v Sri Lanka at Sharjah, 2001/02"
140,Danish Kaneria,"Pakistan v Zimbabwe at Sharjah, 2001/02"
141,Naved Latif,"Pakistan v Zimbabwe at Sharjah, 2001/02"
142,Misbah-ul-Haq,"Pakistan v New Zealand at Lahore, 2002"
143,Kamran Akmal,"Zimbabwe v Pakistan at Bulawayo, 2002/03"
144,Mohammad Hafeez,"Pakistan v Zimbabwe at Sharjah, 2002/03"
145,Umar Gul,"Pakistan v Zimbabwe at Sharjah, 2002/03"
146,Naved-ul-Hasan,"Pakistan v Sri Lanka at Sharjah, 2002/03"
147,Yasir Hameed,"New Zealand v Pakistan at Dambulla, 2003"
148,Faisal Athar,"New Zealand v Pakistan at Dambulla, 2003"
149,Junaid Zia,"Pakistan v Bangladesh at Multan, 2003"
150,Salman Butt,"Pakistan v West Indies at Southampton, 2004"
151,Bazid Khan,"Pakistan v Zimbabwe at Multan, 2004/05"
152,Iftikhar Anjum,"Pakistan v Zimbabwe at Multan, 2004/05"
153,Mohammad Khalil,"Australia v Pakistan at Perth, 2004/05"
154,Mohammad Asif,"Pakistan v England at Rawalpindi, 2005/06"
155,Abdur Rehman,"Pakistan v West Indies at Faisalabad, 2006/07"
156,Fawad Alam,"Pakistan v Sri Lanka at Abu Dhabi, 2007"
157,Najaf Shah,"Pakistan v Sri Lanka at Abu Dhabi, 2007"
