cap_no,name,ground_year
58,BA Murphy,"Pakistan v Zimbabwe at St John's, 2000"
59,TJ Friend,"Zimbabwe v New Zealand at Bulawayo, 2000/01"
60,DA Marillier,"Zimbabwe v New Zealand at Bulawayo, 2000/01"
61,MA Vermeulen,"Sri Lanka v Zimbabwe at Sharjah, 2000/01"
62,AJ Mackay,"New Zealand v Zimbabwe at Wellington, 2000/01"
63,DD Ebrahim,"Zimbabwe v Bangladesh at Harare, 2000/01"
64,T Taibu,"Zimbabwe v West Indies at Harare, 2001"
65,H Masakadza,"Zimbabwe v South Africa at Bulawayo, 2001/02"
66,DT Hondo,"Zimbabwe v England at Harare, 2001/02"
67,SM Ervine,"Zimbabwe v England at Bulawayo, 2001/02"
68,TR Gripper,"Pakistan v Zimbabwe at Sharjah, 2001/02"
69,RW Price,"India v Zimbabwe at Colombo (RPS), 2002/03"
70,S Matsikenyeri,"Zimbabwe v Pakistan at Bulawayo, 2002/03"
71,BG Rogers,"Zimbabwe v Pakistan at Bulawayo, 2002/03"
72,RW Sims,"Zimbabwe v Pakistan at Bulawayo, 2002/03"
73,W Mwayenga,"Zimbabwe v Pakistan at Bulawayo, 2002/03"
74,CK Coventry,"England v Zimbabwe at Bristol, 2003"
75,V Sibanda,"Zimbabwe v West Indies at Bulawayo, 2003/04"
76,A Maregwede,"Zimbabwe v West Indies at Harare, 2003/04"
77,NB Mahwire,"Australia v Zimbabwe at Melbourne, 2003/04"
78,E Chigumbura,"Zimbabwe v Sri Lanka at Bulawayo, 2004"
79,T Panyangara,"Zimbabwe v Sri Lanka at Bulawayo, 2004"
80,BRM Taylor,"Zimbabwe v Sri Lanka at Bulawayo, 2004"
81,P Utseya,"Zimbabwe v Sri Lanka at Bulawayo, 2004"
82,T Mupariwa,"Zimbabwe v Sri Lanka at Harare, 2004"
83,EC Rainsford,"Zimbabwe v Australia at Harare, 2004"
84,CB Mpofu,"Zimbabwe v England at Harare, 2004/05"
85,GM Ewing,"Zimbabwe v England at Harare, 2004/05"
86,SC Williams,"South Africa v Zimbabwe at Johannesburg, 2004/05"
87,AJ Ireland,"Zimbabwe v New Zealand at Bulawayo, 2005"
88,CJ Chibhabha,"Zimbabwe v New Zealand at Harare, 2005"
89,KM Dabengwa,"Zimbabwe v India at Harare, 2005"
90,T Duffin,"Zimbabwe v Kenya at Bulawayo, 2005/06"
91,KO Meth,"Zimbabwe v Kenya at Bulawayo, 2005/06"
92,HP Rinke,"Zimbabwe v Kenya at Bulawayo, 2005/06"
93,GM Strydom,"Zimbabwe v Kenya at Bulawayo, 2005/06"
94,RS Higgins,"Zimbabwe v Kenya at Bulawayo, 2005/06"
95,TV Mufambisi,"Zimbabwe v Bangladesh at Harare, 2006"
96,TP Kamungozi,"South Africa v Zimbabwe at Potchefstroom, 2006/07"
97,TMK Mawoyo,"Bangladesh v Zimbabwe at Dhaka, 2006/07"
98,F Kasteni,"Zimbabwe v Bangladesh at Harare, 2006/07"
99,T Maruma,"Zimbabwe v South Africa at Bulawayo, 2007"
100,C Zhuwao,"Ireland v Zimbabwe at Nairobi (Gym), 2008/09"
101,RW Chakabva,"Kenya v Zimbabwe at Nairobi (Gym), 2008/09"
102,MN Waller,"Bangladesh v Zimbabwe at Dhaka, 2008/09"
103,AG Cremer,"Kenya v Zimbabwe at Mombasa, 2008/09"
104,F Mutizwa,"Kenya v Zimbabwe at Mombasa, 2008/09"
105,KM Jarvis,"Zimbabwe v Kenya at Harare, 2009/10"
106,TN Garwe,"Zimbabwe v Kenya at Harare, 2009/10"
107,GA Lamb,"West Indies v Zimbabwe at Providence, 2009/10"
108,SW Masakadza,"West Indies v Zimbabwe at Providence, 2009/10"
109,CR Ervine,"Zimbabwe v India at Bulawayo, 2010"
110,IA Nicolson,"Zimbabwe v Ireland at Harare, 2010/11"
111,BV Vitori,"Zimbabwe v Bangladesh at Harare, 2011"
112,N M'shangwe,"Zimbabwe v New Zealand at Bulawayo, 2011/12"
113,N Ncube,"Zimbabwe v New Zealand at Bulawayo, 2011/12"
114,TL Chatara,"West Indies v Zimbabwe at St George's, 2012/13"
115,CT Mutombodzi,"West Indies v Zimbabwe at St George's, 2012/13"
116,Sikandar Raza,"Zimbabwe v Bangladesh at Bulawayo, 2013"
117,MT Chinouya,"Zimbabwe v India at Harare, 2013"
118,DT Tiripano,"Zimbabwe v Afghanistan at Bulawayo, 2014"
119,R Mutumbami,"Zimbabwe v Afghanistan at Bulawayo, 2014"
120,LM Jongwe,"Zimbabwe v South Africa at Bulawayo, 2014"
121,N Madziva,"Zimbabwe v South Africa at Bulawayo, 2014"
122,J Nyumbu,"Zimbabwe v South Africa at Bulawayo, 2014"
123,SF Mire,"Bangladesh v Zimbabwe at Chattogram, 2014/15"
124,PJ Moor,"Bangladesh v Zimbabwe at Dhaka, 2014/15"
125,R Kaia,"Pakistan v Zimbabwe at Lahore, 2015"
126,BB Chari,"Zimbabwe v Pakistan at Harare, 2015/16"
127,WP Masakadza,"Zimbabwe v Ireland at Harare, 2015/16"
128,T Muzarabani,"Zimbabwe v Ireland at Harare, 2015/16"
129,TS Chisoro,"Zimbabwe v Afghanistan at Bulawayo, 2015/16"
130,CT Mumba,"Zimbabwe v Sri Lanka at Harare, 2016/17"
131,TK Musakanda,"Zimbabwe v Sri Lanka at Bulawayo, 2016/17"
132,RP Burl,"Zimbabwe v Afghanistan at Harare, 2016/17"
133,R Ngarava,"Zimbabwe v Afghanistan at Harare, 2016/17"
134,B Muzarabani,"Bangladesh v Zimbabwe at Dhaka, 2017/18"
135,R Murray,"Zimbabwe v Pakistan at Bulawayo, 2018"
136,LN Roche,"Zimbabwe v Pakistan at Bulawayo, 2018"
137,PS Masvaure,"Zimbabwe v Pakistan at Bulawayo, 2018"
138,TS Kamunhukamwe,"Zimbabwe v Pakistan at Bulawayo, 2018"
139,B Mavuta,"South Africa v Zimbabwe at Kimberley, 2018/19"
